   8
UREA MOLECULE BASE 6-21 + POLARIZATION   E -2.2378754820639E+02 DE-1.4E-08( 10)
 C   0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  1.159392126776E-01
 O   0.000000000000E+00  0.000000000000E+00  1.261401000000E+00  0.000000000000E+00  0.000000000000E+00 -8.758740967931E-02
 N   0.000000000000E+00  1.148246660340E+00 -6.997900000000E-01  0.000000000000E+00  9.694476407516E-03 -2.020535334121E-02
 N   0.000000000000E+00 -1.148246660340E+00 -6.997900000000E-01  0.000000000000E+00 -9.694476407518E-03 -2.020535334121E-02
 H   0.000000000000E+00  2.026549650100E+00 -2.028170000000E-01  0.000000000000E+00 -1.738621738578E-02 -6.839486861163E-03
 H   0.000000000000E+00 -2.026549650100E+00 -2.028170000000E-01  0.000000000000E+00  1.738621738578E-02 -6.839486861163E-03
 H   0.000000000000E+00  1.134080483080E+00 -1.704975000000E+00  0.000000000000E+00  6.304387053526E-03  1.286893870310E-02
 H   0.000000000000E+00 -1.134080483080E+00 -1.704975000000E+00  0.000000000000E+00 -6.304387053526E-03  1.286893870310E-02
   8
UREA MOLECULE BASE 6-21 + POLARIZATION   E -2.2379541103501E+02 DE-8.5E-09(  8)
 C   0.000000000000E+00  2.222315930358E-20  2.464553221134E-02  0.000000000000E+00  0.000000000000E+00 -8.967240559543E-03
 O   0.000000000000E+00  7.894343387481E-20  1.209753658087E+00  0.000000000000E+00  0.000000000000E+00  2.409567972536E-02
 N   0.000000000000E+00  1.139645161533E+00 -7.034701378563E-01  0.000000000000E+00  4.702184672240E-03 -9.397984410016E-03
 N   0.000000000000E+00 -1.139645161533E+00 -7.034701378563E-01  0.000000000000E+00 -4.702184672242E-03 -9.397984410016E-03
 H   0.000000000000E+00  1.987291078201E+00 -1.964228875587E-01  0.000000000000E+00  4.010142707756E-03  1.431953949689E-03
 H   0.000000000000E+00 -1.987291078201E+00 -1.964228875587E-01  0.000000000000E+00 -4.010142707756E-03  1.431953949689E-03
 H   0.000000000000E+00  1.163397376629E+00 -1.694188069734E+00  0.000000000000E+00  3.406139251719E-04  4.018108774146E-04
 H   0.000000000000E+00 -1.163397376629E+00 -1.694188069734E+00  0.000000000000E+00 -3.406139251719E-04  4.018108774146E-04
   8
UREA MOLECULE BASE 6-21 + POLARIZATION   E -2.2379585355582E+02 DE 6.7E-09(  6)
 C   0.000000000000E+00  2.396215743310E-20  3.461922609881E-02  0.000000000000E+00  0.000000000000E+00  2.942681978284E-03
