   8
UREA MOLECULE BASE 6-21 + POLARIZATION   E -2.2492495093336E+02 DE-8.6E-10(  9)
 C   0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  9.525771139439E-02
 O   0.000000000000E+00  0.000000000000E+00  1.261401000000E+00  0.000000000000E+00  0.000000000000E+00 -4.550215377822E-02
 N   0.000000000000E+00  1.148246660340E+00 -6.997900000000E-01  0.000000000000E+00  1.280471494086E-02 -2.134440167186E-02
 N   0.000000000000E+00 -1.148246660340E+00 -6.997900000000E-01  9.974659986867E-18 -1.280471494086E-02 -2.134440167186E-02
 H   0.000000000000E+00  2.026549650100E+00 -2.028170000000E-01  0.000000000000E+00 -4.627915627436E-03 -1.748115817499E-04
 H   0.000000000000E+00 -2.026549650100E+00 -2.028170000000E-01  5.881796785734E-18  4.627915627436E-03 -1.748115817499E-04
 H   0.000000000000E+00  1.134080483080E+00 -1.704975000000E+00  0.000000000000E+00  6.860954031609E-03 -3.358565554004E-03
 H   0.000000000000E+00 -1.134080483080E+00 -1.704975000000E+00  2.602085213965E-18 -6.860954031609E-03 -3.358565554004E-03
   8
UREA MOLECULE BASE 6-21 + POLARIZATION   E -2.2493002789217E+02 DE-3.1E-09(  7)
 C   0.000000000000E+00 -6.682612748516E-21  3.332141790645E-02  0.000000000000E+00  0.000000000000E+00  1.031726195950E-02
 O   0.000000000000E+00 -2.373867686484E-20  1.255087838881E+00  0.000000000000E+00  0.000000000000E+00 -4.557852576117E-03
 N   0.000000000000E+00  1.158762106327E+00 -7.083965049427E-01  0.000000000000E+00 -1.677731440973E-03 -6.221092568967E-03
 N   0.000000000000E+00 -1.158762106327E+00 -7.083965049427E-01 -4.336808689942E-19  1.677731440974E-03 -6.221092568967E-03
 H   0.000000000000E+00  2.022085362146E+00 -1.947578003311E-01  0.000000000000E+00  1.304719741186E-03  8.178266447304E-04
 H   0.000000000000E+00 -2.022085362146E+00 -1.947578003311E-01 -1.134346522963E-17 -1.304719741186E-03  8.178266447304E-04
 H   0.000000000000E+00  1.185324393714E+00 -1.717931823120E+00  0.000000000000E+00  4.183166205214E-04  2.523561233587E-03
 H   0.000000000000E+00 -1.185324393714E+00 -1.717931823120E+00 -8.673617379884E-19 -4.183166205214E-04  2.523561233587E-03
   8
UREA MOLECULE BASE 6-21 + POLARIZATION   E -2.2493011484150E+02 DE 4.6E-10(  7)
 C   0.000000000000E+00 -1.754032494500E-21  4.190544307024E-02  0.000000000000E+00  0.000000000000E+00 -8.892358316235E-04
 O   0.000000000000E+00 -6.230857924037E-21  1.258840927217E+00  0.000000000000E+00  0.000000000000E+00  9.476985902044E-04
 N   0.000000000000E+00  1.155166457428E+00 -7.103002485133E-01  0.000000000000E+00  4.522675121894E-04  3.607768122080E-04
 N   0.000000000000E+00 -1.155166457428E+00 -7.103002485133E-01 -9.107298248878E-18 -4.522675121894E-04  3.607768122080E-04
 H   0.000000000000E+00  2.022765924821E+00 -2.003273294263E-01  0.000000000000E+00  1.798075607695E-04 -1.980476026883E-04
 H   0.000000000000E+00 -2.022765924821E+00 -2.003273294263E-01  2.032879073410E-18 -1.798075607700E-04 -1.980476026883E-04
